input,target
tutor: The concert ended at 10 p.m. We go to a nearby cafe afterward. We talk until midnight.,"The concert ended at 10 p.m. We went to a nearby cafe afterward. We talked until midnight. || Hint: Su nhat quan ve thi. Buoi hoa nhac a ket thuc, viec i cafe va tro chuyen en khuya cung a xay ra"
tutor: I found an old photo album in the attic. It brings back so many memories. I sit there for hours looking at it.,"I found an old photo album in the attic. It brought back so many memories. I sat there for hours looking at it. || Hint: Su nhat quan ve thi. Tim thay album la su kien qua khu, goi lai ky uc va ngoi xem hang gio cung thuoc ve luc o"
tutor: My cat escaped from the house yesterday. I search everywhere in the neighborhood. A kind lady returns her to me.,"My cat escaped from the house yesterday. I searched everywhere in the neighborhood. A kind lady returned her to me. || Hint: Su nhat quan ve thi. Meo tron hom qua, viec tim kiem va uoc tra lai eu a dien ra trong qua khu"
tutor: I attended a cooking class on Saturday. The chef is hilarious. Everyone has a great time.,"I attended a cooking class on Saturday. The chef was hilarious. Everyone had a great time. || Hint: Su nhat quan ve thi. Lop hoc thu Bay a qua, tinh cach au bep va bau khong khi luc o phai o qua khu"
tutor: She accepted the job offer immediately. She starts working the following Monday. Her new colleagues are very welcoming.,"She accepted the job offer immediately. She started working the following Monday. Her new colleagues were very welcoming. || Hint: Su nhat quan ve thi. Nhan viec a xay ra, bat au lam va su chao on cua ong nghiep dien ra sau o trong qua khu"
tutor: The lights went out during dinner. We had to eat by candlelight. It is actually quite romantic. We enjoy the unexpected atmosphere.,"The lights went out during dinner. We had to eat by candlelight. It was actually quite romantic. We enjoyed the unexpected atmosphere. || Hint: Su nhat quan ve thi. Su co mat en trong bua toi a qua, cam nhan lang man va tan huong bau khong khi luc o o qua khu"
tutor: I tripped on the sidewalk and fell. A stranger helps me up. He asks if I'm okay.,"I tripped on the sidewalk and fell. A stranger helped me up. He asked if I was okay. || Hint: Su nhat quan ve thi. Vap nga a xay ra, nguoi la giup o va hoi han la hanh ong lien sau o, phai o qua khu"
tutor: We visited the history museum yesterday. The exhibits are really interesting. We learn a lot about ancient Vietnam.,"We visited the history museum yesterday. The exhibits were really interesting. We learned a lot about ancient Vietnam. || Hint: Su nhat quan ve thi. Tham bao tang hom qua, su thu vi cua hien vat va kien thuc thu uoc eu trong qua khu"
tutor: My father lost his wallet at the mall. He is panicked. He immediately calls the security office.,"My father lost his wallet at the mall. He was panicked. He immediately called the security office. || Hint: Su nhat quan ve thi. Mat vi o trung tam thuong mai a qua, hoang so va goi bao ve la phan ung luc o, can qua khu"
tutor: I finished all my work by 5 p.m. I feel a great sense of accomplishment. I treat myself to a nice dinner.,"I finished all my work by 5 p.m. I felt a great sense of accomplishment. I treated myself to a nice dinner. || Hint: Su nhat quan ve thi. Hoan thanh cong viec luc 5 gio chieu la moc qua khu, cam giac thanh tuu va tu thuong dien ra sau o, ong nhat thi"
tutor: The car broke down on the highway. My dad tries to fix it but can't. We call a tow truck.,"The car broke down on the highway. My dad tried to fix it but couldn't. We called a tow truck. || Hint: Su nhat quan ve thi. Xe hong tren cao toc a xay ra, co sua va goi xe keo la chuoi hanh ong trong qua khu"
tutor: She brought her new puppy to the office. Everyone gathers around to pet him. He is so adorable.,"She brought her new puppy to the office. Everyone gathered around to pet him. He was so adorable. || Hint: Su nhat quan ve thi. Mang cho con en van phong a dien ra, moi nguoi vay quanh va khen de thuong luc o, tat ca qua khu"
tutor: I took a nap after lunch. I wake up feeling groggy. I need a cup of coffee to function.,"I took a nap after lunch. I woke up feeling groggy. I needed a cup of coffee to function. || Hint: Su nhat quan ve thi. Giac ngu trua a qua, thuc day va can ca phe la dien bien sau o, can cung thi qua khu"
tutor: My friend introduced me to her favorite band. I listen to their album that night. I immediately become a fan.,"My friend introduced me to her favorite band. I listened to their album that night. I immediately became a fan. || Hint: Su nhat quan ve thi. uoc gioi thieu ban nhac la su kien qua khu, nghe album va tro thanh fan xay ra ngay sau, dung qua khu"
tutor: The baby took his first steps yesterday. He walks towards me with a big smile. I almost cry with happiness.,"The baby took his first steps yesterday. He walked towards me with a big smile. I almost cried with happiness. || Hint: Su nhat quan ve thi. Em be buoc i lan au hom qua, hanh ong i va phan ung khoc cua me cung trong khoanh khac qua khu o"
tutor: We hiked to the top of the mountain. The view is breathtaking. We take a lot of photos.,"We hiked to the top of the mountain. The view was breathtaking. We took a lot of photos. || Hint: Su nhat quan ve thi. Leo len inh nui a hoan thanh, quang canh va chup anh la trai nghiem luc o, can qua khu"
tutor: I accidentally deleted the important file. I am devastated. I ask my colleague for help.,"I accidentally deleted the important file. I was devastated. I asked my colleague for help. || Hint: Su nhat quan ve thi. Xoa nham file la hanh ong a roi, tuyet vong va nho ong nghiep la phan ung tuc thi trong qua khu"
tutor: He scored the winning goal in the match. The crowd cheers wildly. His teammates lift him up.,"He scored the winning goal in the match. The crowd cheered wildly. His teammates lifted him up. || Hint: Su nhat quan ve thi. Ghi ban thang quyet inh a xay ra trong tran au, phan ung cua am ong va ong oi cung o qua khu"
tutor: I met an old friend at the supermarket. We are surprised to see each other. We decide to grab coffee.,"I met an old friend at the supermarket. We were surprised to see each other. We decided to grab coffee. || Hint: Su nhat quan ve thi. Gap lai ban cu o sieu thi a qua, su ngac nhien va quyet inh i uong ca phe la ngay luc o, dung qua khu"
tutor: The teacher handed out the test papers. I look at the questions and panic. I forgot to study chapter five.,"The teacher handed out the test papers. I looked at the questions and panicked. I had forgotten to study chapter five. || Hint: Su nhat quan ve thi. Giao vien phat bai kiem tra xong, nhin cau hoi va hoang so la dien bien qua khu; quen hoc truoc o can qua khu hoan thanh"
tutor: We got a flat tire on our trip. My brother changes it quickly. The whole thing delays us only 20 minutes.,"We got a flat tire on our trip. My brother changed it quickly. The whole thing delayed us only 20 minutes. || Hint: Su nhat quan ve thi. Bi no lop trong chuyen i a roi, viec thay lop va su cham tre eu la su kien qua khu"
tutor: She received an award for her volunteer work. She feels honored and happy. She thanks her family in her speech.,"She received an award for her volunteer work. She felt honored and happy. She thanked her family in her speech. || Hint: Su nhat quan ve thi. Nhan giai thuong la su kien qua khu, cam xuc va loi cam on luc nhan giai cung phai o qua khu"
tutor: I planted some roses in my garden last spring. They bloom beautifully this year. The fragrance fills my backyard.,"I planted some roses in my garden last spring. They bloomed beautifully that year. The fragrance filled my backyard. || Hint: Su nhat quan ve thi. Trong hoa hong mua xuan nam ngoai, viec no hoa va huong thom cua nam o la qua khu, hoac neu noi nam nay thi phai tach bach tranh nhay thi"
tutor: He told me a funny joke. I laugh so hard that my stomach hurts. I almost fall off my chair.,"He told me a funny joke. I laughed so hard that my stomach hurt. I almost fell off my chair. || Hint: Su nhat quan ve thi. Ke chuyen cuoi a xay ra roi, cuoi va suyt nga la phan ung luc o trong qua khu"
tutor: My internet connection died during the online meeting. I restart the router. It takes ten minutes to come back.,"My internet connection died during the online meeting. I restarted the router. It took ten minutes to come back. || Hint: Su nhat quan ve thi. Mat mang khi hop online a qua, khoi ong lai router va thoi gian cho oi eu trong qua khu"
tutor: The new restaurant opened last week. We decide to try it. The food is delicious but a bit pricey.,"The new restaurant opened last week. We decided to try it. The food was delicious but a bit pricey. || Hint: Su nhat quan ve thi. Nha hang mo tuan truoc, quyet inh i thu va nhan xet mon an la su kien a xay ra, can qua khu"
tutor: I saw a beautiful rainbow on my way to work. I stop my motorbike to take a picture. The colors are so vivid.,"I saw a beautiful rainbow on my way to work. I stopped my motorbike to take a picture. The colors were so vivid. || Hint: Su nhat quan ve thi. Thay cau vong tren uong i lam sang nay  a qua, dung xe chup anh va mau sac luc o o qua khu"
tutor: The dog barked at the mailman. The mailman is frightened. He drops the letters and runs.,"The dog barked at the mailman. The mailman was frightened. He dropped the letters and ran. || Hint: Su nhat quan ve thi. Cho sua nguoi ua thu a dien ra, nguoi ua thu so hai, anh roi thu va chay la dien bien ong thoi trong qua khu"
tutor: I knitted a scarf for my mother. She loves it so much. She wears it every day last winter.,"I knitted a scarf for my mother. She loved it so much. She wore it every day last winter. || Hint: Su nhat quan ve thi. an khan tang me a xong, me thich va eo hang ngay mua ong nam ngoai, moi ong tu qua khu"
tutor: We attended a beautiful wedding last month. The bride looks stunning. The groom cries during the vows.,"We attended a beautiful wedding last month. The bride looked stunning. The groom cried during the vows. || Hint: Su nhat quan ve thi. Du am cuoi thang truoc, ngoai hinh co dau va chu re khoc luc trao loi the eu o qua khu"
tutor: I tried a new recipe for dinner. It turns out much better than expected. My husband asks for seconds.,"I tried a new recipe for dinner. It turned out much better than expected. My husband asked for seconds. || Hint: Su nhat quan ve thi. Thu cong thuc nau an moi a qua, ket qua va chong xin them la su kien trong bua toi o, qua khu"
tutor: She fell asleep on the sofa. I carry her to her bed. She doesn't even wake up.,"She fell asleep on the sofa. I carried her to her bed. She didn't even wake up. || Hint: Su nhat quan ve thi. Co ay ngu quen tren ghe, toi be len giuong, co ay khong thuc day  chuoi hanh ong lien tiep trong qua khu"
tutor: Our team won the championship. We are over the moon. We celebrate all night.,"Our team won the championship. We were over the moon. We celebrated all night. || Hint: Su nhat quan ve thi. Vo ich giai au a xay ra, niem vui vo oa va an mung thau em la phan ung trong qua khu"
tutor: I dropped my wallet on the bus. Someone picks it up and gives it to the driver. I get it back the next day.,"I dropped my wallet on the bus. Someone picked it up and gave it to the driver. I got it back the next day. || Hint: Su nhat quan ve thi. Roi vi tren xe buyt roi, ai o nhat va ua cho tai xe, va toi nhan lai hom sau  moi hanh ong a qua"
tutor: The museum was very crowded. We wait in line for an hour. We finally see the famous painting.,"The museum was very crowded. We waited in line for an hour. We finally saw the famous painting. || Hint: Su nhat quan ve thi. Bao tang ong uc la trang thai qua khu, xep hang va xem tranh cung dien ra trong lan tham o, can qua khu"
tutor: He left his umbrella at the office. It starts raining on his way home. He gets completely soaked.,"He left his umbrella at the office. It started raining on his way home. He got completely soaked. || Hint: Su nhat quan ve thi. Bo quen o a xay ra truoc, troi mua va bi uot tren uong ve cung la chuyen qua khu"
tutor: My son drew a picture for me. It is a lovely boat. I put it on the fridge.,"My son drew a picture for me. It was a lovely boat. I put it on the fridge. || Hint: Su nhat quan ve thi. Con trai a ve tang tranh, buc tranh luc o la chiec thuyen de thuong va toi dan len tu lanh  qua khu"
tutor: She took a deep breath and stepped onto the stage. The audience is silent. She begins to sing beautifully.,"She took a deep breath and stepped onto the stage. The audience was silent. She began to sing beautifully. || Hint: Su nhat quan ve thi. Buoc len san khau trong qua khu, khan gia im lang va co ay bat au hat la dien bien ngay sau o"
tutor: We explored the old town all day. We are exhausted but happy. We rest at a small cafe.,"We explored the old town all day. We were exhausted but happy. We rested at a small cafe. || Hint: Su nhat quan ve thi. Kham pha pho co ca ngay la hanh trinh a qua, met moi va nghi ngoi o quan cafe cung trong chuyen i o, qua khu"
tutor: I baked a chocolate cake for the party. It is a disaster – it sinks in the middle. I have to buy one from the bakery.,"I baked a chocolate cake for the party. It was a disaster – it sank in the middle. I had to buy one from the bakery. || Hint: Su nhat quan ve thi. Nuong banh cho bua tiec a that bai, ta tham hoa va phai mua banh moi la su kien trong qua khu"
tutor: He proposed to her at the restaurant. She says yes immediately. Everyone around claps.,"He proposed to her at the restaurant. She said yes immediately. Everyone around clapped. || Hint: Su nhat quan ve thi. Cau hon o nha hang a dien ra, co ay ong y va moi nguoi vo tay ngay luc o, tat ca qua khu"
tutor: I packed my suitcase in a hurry. I forget my phone charger. I realize it at the airport.,"I packed my suitcase in a hurry. I forgot my phone charger. I realized it at the airport. || Hint: Su nhat quan ve thi. ong goi hanh ly voi vang (qua khu), quen sac va nhan ra o san bay cung la dien bien a qua"
tutor: The children built a snowman in the yard. It looks very cute with a carrot nose. They are so proud.,"The children built a snowman in the yard. It looked very cute with a carrot nose. They were so proud. || Hint: Su nhat quan ve thi. ap nguoi tuyet a xong, mieu ta nguoi tuyet de thuong va niem tu hao cua bon tre luc o la qua khu"
tutor: I attended a yoga class for the first time. The instructor is very soothing. I feel completely relaxed afterward.,"I attended a yoga class for the first time. The instructor was very soothing. I felt completely relaxed afterward. || Hint: Su nhat quan ve thi. Tham gia lop yoga lan au a qua, giang vien nhe nhang va cam giac thu gian sau o la trai nghiem qua khu"
"tutor: My neighbor's house caught fire last night. The firefighters arrive within minutes. Luckily, no one is hurt.","My neighbor's house caught fire last night. The firefighters arrived within minutes. Luckily, no one was hurt. || Hint: Su nhat quan ve thi. Chay nha hang xom toi qua, linh cuu hoa en va may man khong ai bi thuong  su kien qua khu"
tutor: She found a stray kitten on the street. It looks hungry and scared. She takes it home.,"She found a stray kitten on the street. It looked hungry and scared. She took it home. || Hint: Su nhat quan ve thi. Tim thay meo hoang tren pho a xay ra, mieu ta ve ngoai cua meo luc o va mang ve nha la hanh ong qua khu"
tutor: I ordered a dress online. It doesn't fit me. I return it the next day.,"I ordered a dress online. It didn't fit me. I returned it the next day. || Hint: Su nhat quan ve thi. at vay online a xong, khong vua va tra lai hom sau la chuoi su kien trong qua khu"
tutor: The train stopped suddenly. Some passengers lose their balance. A few suitcases fall from the racks.,"The train stopped suddenly. Some passengers lost their balance. A few suitcases fell from the racks. || Hint: Su nhat quan ve thi. Tau dung ot ngot la su kien qua khu, hanh khach mat thang bang va vali roi ngay sau o, can qua khu"
tutor: My grandmother told me a story about her youth. I listen attentively. I learn a valuable lesson.,"My grandmother told me a story about her youth. I listened attentively. I learned a valuable lesson. || Hint: Su nhat quan ve thi. Ba ke chuyen a dien ra, toi lang nghe va hoc uoc bai hoc trong lan o, qua khu"
tutor: We threw a farewell party for our colleague. She is very moved. She almost cries during the speech.,"We threw a farewell party for our colleague. She was very moved. She almost cried during the speech. || Hint: Su nhat quan ve thi. Tiec chia tay ong nghiep a to chuc, co ay xuc ong va suyt khoc luc o la phan ung trong qua khu"
tutor: I woke up to the sound of birds. The weather is lovely. I decide to go for a walk.,"I woke up to the sound of birds. The weather was lovely. I decided to go for a walk. || Hint: Su nhat quan ve thi. Thuc day voi tieng chim la su kien sang nay a qua, thoi tiet de chiu va quyet inh i dao cung vao luc o"
tutor: I like very much English.,"I like English very much. || Hint: Trat tu trang tu. Trang tu chi muc o 'very much' thuong ung cuoi cau hoac sau tan ngu, khong ung truoc tan ngu"
tutor: I want to buy a car red.,"I want to buy a red car. || Hint: Trat tu tinh tu va danh tu. Trong tieng Anh, tinh tu (red) phai ung truoc danh tu (car)"
tutor: She is teacher.,"She is a teacher. || Hint: Thieu mao tu. Nghe nghiep la danh tu em uoc so it, can dung mao tu 'a'"
tutor: Sun rises in east.,"The sun rises in the east. || Hint: Thieu mao tu. Nhung vat duy nhat nhu mat troi, phuong huong can dung 'the'"
tutor: I go to school by bus every day.,"I go to school by bus every day. || Hint: Khong co loi. Cau nay ung ngu phap, nhung hay chu y mao tu va gioi tu"
tutor: He always is late for class.,"He is always late for class. || Hint: Trat tu trang tu. Trang tu tan suat 'always' ung sau ong tu to be, truoc ong tu thuong"
tutor: I need an information.,"I need information. || Hint: Sai mao tu. 'Information' la danh tu khong em uoc, khong dung mao tu 'an'"
tutor: My father works in a office.,"My father works in an office. || Hint: Sai mao tu. 'Office' bat au bang nguyen am 'o', nen dung 'an' thay vi 'a'"
tutor: She bought a dress beautiful.,She bought a beautiful dress. || Hint: Trat tu tinh tu va danh tu. Tinh tu phai ung truoc danh tu: beautiful dress
tutor: I very like English.,I like English very much. || Hint: Trat tu trang tu. 'Very' khong ung mot minh bo nghia cho ong tu; dung 'very much' o cuoi cau hoac 'really like'
tutor: He is a student intelligent.,"He is an intelligent student. || Hint: Trat tu tinh tu va danh tu + mao tu. Tinh tu phai ung truoc danh tu, va 'intelligent' bat au nguyen am nen dung 'an'"
tutor: They play often football after school.,They often play football after school. || Hint: Trat tu trang tu. Trang tu tan suat 'often' ung truoc ong tu thuong 'play'
tutor: I have a cat black.,I have a black cat. || Hint: Trat tu tinh tu va danh tu. Tinh tu mau sac 'black' luon ung truoc danh tu
tutor: She goes to the bed at 10 PM.,"She goes to bed at 10 PM. || Hint: Sai mao tu. 'Go to bed' la cum co inh, khong dung 'the'"
tutor: We discussed about the problem.,"We discussed the problem. || Hint: Dich word-by-word. 'Discuss' khong i voi gioi tu 'about', noi 'discuss something'"
tutor: Can you give me a advice?,"Can you give me some advice? || Hint: Sai mao tu. 'Advice' khong em uoc, khong dung 'a'; dung 'some advice' hoac 'a piece of advice'"
tutor: She speaks English good.,"She speaks English well. || Hint: Dich word-by-word (dung tinh tu thay trang tu). Can trang tu 'well' bo nghia cho ong tu 'speaks', khong dung tinh tu 'good'"
tutor: The life is beautiful.,Life is beautiful. || Hint: Sai mao tu. 'Life' noi chung khong dung mao tu 'the'
tutor: I am going to the work.,I am going to work. || Hint: Sai mao tu. 'Go to work' khong dung 'the' khi noi ve viec i lam
tutor: He is tallest in the class.,He is the tallest in the class. || Hint: Thieu mao tu. So sanh nhat luon i voi 'the'
tutor: I want to eat a bread.,"I want to eat some bread. || Hint: Sai mao tu. 'Bread' khong em uoc, khong dung 'a'; co the dung 'some bread' hoac 'a piece of bread'"
tutor: My sister is more tall than me.,"My sister is taller than me. || Hint: Dich word-by-word (so sanh hon sai). Tinh tu ngan 'tall' them '-er', khong dung 'more tall'"
tutor: She has a hair long.,She has long hair. || Hint: Trat tu tinh tu va danh tu. 'Long' ung truoc danh tu 'hair'; 'hair' thuong khong dung mao tu 'a' khi noi chung
tutor: I saw an elephant big at the zoo.,"I saw a big elephant at the zoo. || Hint: Trat tu tinh tu va danh tu. 'Big' ung truoc 'elephant'; 'elephant' bat au nguyen am nhung mao tu 'an' dung truoc danh tu bat au nguyen am, con 'big' khong anh huong"
tutor: He doesn't like very much coffee.,He doesn't like coffee very much. || Hint: Trat tu trang tu. 'Very much' thuong ung cuoi cau sau tan ngu
tutor: I go to school by a bus.,"I go to school by bus. || Hint: Sai mao tu. 'By bus' la cum chi phuong tien, khong co mao tu"
tutor: She is a most beautiful girl.,"She is the most beautiful girl. || Hint: Sai mao tu trong so sanh nhat. So sanh nhat dung 'the', khong dung 'a'"
tutor: Let's go to a cinema.,"Let's go to the cinema. || Hint: Sai mao tu. 'The cinema' uoc hieu la rap chieu phim noi chung, dung 'the'"
tutor: I have much books.,"I have many books. || Hint: Dich word-by-word (dung 'much' sai). 'Books' em uoc nen dung 'many', khong dung 'much'"
tutor: He arrived at the home late.,He arrived home late. || Hint: Sai mao tu. 'Arrive home' khong can mao tu; 'at the home' sai ngu phap
tutor: I like a music.,"I like music. || Hint: Sai mao tu. 'Music' khong em uoc, khong dung 'a'"
tutor: She put the salt too much.,She put too much salt. || Hint: Trat tu tu (word-by-word). 'Too much' ung truoc danh tu khong em uoc 'salt'
tutor: I am going to a university.,"I am going to university. || Hint: Sai mao tu. 'Go to university' (hoc ai hoc) thuong khong dung mao tu; neu co mao tu 'a university' la en khuon vien, tuy ngu canh"
tutor: The students are in the classroom 5.,"The students are in classroom 5. || Hint: Sai mao tu. Khi phong co so thu tu, khong dung 'the' truoc 'classroom'"
tutor: He is a man kind.,He is a kind man. || Hint: Trat tu tinh tu va danh tu. Tinh tu 'kind' ung truoc danh tu 'man'
tutor: I go to the school every day.,"I go to school every day. || Hint: Sai mao tu. 'Go to school' nghia la i hoc, khong dung 'the'"
tutor: My mother is cooking a dinner.,"My mother is cooking dinner. || Hint: Sai mao tu. Cac bua an (breakfast, lunch, dinner) thuong khong dung mao tu tru khi co tinh tu"
tutor: She has a blue eyes.,She has blue eyes. || Hint: Sai mao tu. 'Eyes' so nhieu khong dung 'a'; dung 'blue eyes' khong mao tu
tutor: I visited a London last year.,I visited London last year. || Hint: Sai mao tu. Ten thanh pho khong dung mao tu 'a'
tutor: He is a engineer.,He is an engineer. || Hint: Thieu mao tu ung. 'Engineer' bat au nguyen am nen dung 'an'
tutor: She is the best student of a class.,"She is the best student in the class. || Hint: Sai mao tu va gioi tu. 'The best in the class', dung 'the' cho danh tu xac inh"
tutor: We had a fun at the party.,"We had fun at the party. || Hint: Sai mao tu. 'Fun' khong em uoc, khong dung 'a'"
tutor: I have an uncle who is doctor.,I have an uncle who is a doctor. || Hint: Thieu mao tu. Nghe nghiep 'doctor' can 'a'
tutor: I would like a water.,"I would like some water. || Hint: Sai mao tu. 'Water' khong em uoc, dung 'some water' hoac 'a glass of water'"
tutor: He is good at play football.,"He is good at playing football. || Hint: Dich word-by-word (thieu dang V-ing sau gioi tu). Sau gioi tu 'at', ong tu phai o dang V-ing"
tutor: She arrived at the airport in 5 o'clock.,She arrived at the airport at 5 o'clock. || Hint: Dich word-byword (sai gioi tu). Dung 'at' cho gio cu the
tutor: I must to go now.,I must go now. || Hint: Dich word-by-word (them 'to' sau ong tu khuyet thieu). Sau 'must' la ong tu nguyen the khong 'to'
tutor: The dog of my friend is cute.,My friend's dog is cute. || Hint: Dich word-by-word (so huu). Dung so huu cach 's thay vi cau truc 'the... of...' trong nhieu truong hop
tutor: He is a person very nice.,"He is a very nice person. || Hint: Trat tu trang tu va tinh tu. 'Very' bo nghia cho 'nice' phai ung truoc tinh tu, va cum tinh tu ung truoc danh tu"
tutor: They are married since 2010.,"They have been married since 2010. || Hint: Dich word-by-word (thieu thi hoan thanh). Voi 'since', can dung thi hien tai hoan thanh"
tutor: I live in a apartment small.,I live in a small apartment. || Hint: Trat tu tinh tu va danh tu. 'Small' ung truoc 'apartment'
tutor: The man is wearing a hat red.,The man is wearing a red hat. || Hint: Trat tu tinh tu va danh tu. 'Red' phai ung truoc 'hat'
tutor: He drives always carefully.,He always drives carefully. || Hint: Trat tu trang tu. 'Always' ung truoc ong tu thuong 'drives'
tutor: I have never been to the Paris.,I have never been to Paris. || Hint: Sai mao tu. Ten thanh pho khong dung 'the'
tutor: She reads often books.,She often reads books. || Hint: Trat tu trang tu. 'Often' ung truoc ong tu thuong 'reads'
tutor: This is a idea good.,This is a good idea. || Hint: Trat tu tinh tu va danh tu. Tinh tu 'good' ung truoc danh tu 'idea'
tutor: I have a news for you.,"I have some news for you. || Hint: Sai mao tu. 'News' khong em uoc, khong dung 'a'"
tutor: He is a honest man.,"He is an honest man. || Hint: Sai mao tu. 'Honest' bat au am cam 'h', phat am nguyen am, dung 'an'"
tutor: I went to the hospital because I was sick.,I went to hospital because I was sick. (British English) hoặc I went to the hospital... (American English). || Hint: Sai mao tu (tuy bien the tieng Anh). Tieng Anh-Anh thuong noi 'went to hospital' khong mao tu; tieng Anh-My dung 'the hospital'
"tutor: Give me a pen, please. I need a one.","Give me a pen, please. I need one. || Hint: Sai mao tu. 'One' la ai tu thay the, khong can mao tu 'a'"
tutor: He runs fastly.,"He runs fast. || Hint: Dich word-by-word (them -ly khong ung). 'Fast' vua la tinh tu vua la trang tu, khong co dang 'fastly'"
tutor: My brother has a car new.,My brother has a new car. || Hint: Trat tu tinh tu va danh tu. 'New' ung truoc 'car'
tutor: I don't know nothing about it.,"I don't know anything about it. || Hint: Dich word-by-word (phu inh kep). Trong tieng Anh, khong dung phu inh kep: 'don't know anything'"
tutor: She is more pretty than her sister.,She is prettier than her sister. || Hint: Dich word-by-word (so sanh hon). Tinh tu hai am tiet ket thuc 'y' chuyen thanh 'ier'
tutor: I am liking this song.,"I like this song. || Hint: Dich word-by-word (dung tiep dien cho ong tu trang thai). 'Like' la ong tu chi trang thai, khong dung thi tiep dien"
tutor: We had a good time in the beach.,We had a good time at the beach. || Hint: Dich word-by-word (sai gioi tu). 'At the beach' la gioi tu ung
tutor: He is working in a office big.,He is working in a big office. || Hint: Trat tu tinh tu va danh tu. Tinh tu 'big' ung truoc danh tu 'office'
tutor: I like to play guitar.,I like to play the guitar. || Hint: Thieu mao tu. Nhac cu thuong dung 'the': play the guitar
tutor: He is the most intelligent from all.,"He is the most intelligent of all. || Hint: Dich word-by-word (sai gioi tu). 'Of all' moi ung, khong dung 'from'"
tutor: I didn't see nobody.,"I didn't see anybody. || Hint: Dich word-by-word (phu inh kep). Phu inh kep khong dung trong tieng Anh, phai dung 'anybody'"
tutor: She always be happy.,"She is always happy. || Hint: Dich word-by-word (sai dang ong tu to be voi trang tu). 'She is always happy', ong tu 'to be' chia theo chu ngu"
tutor: I will go to home.,I will go home. || Hint: Sai mao tu/gioi tu. 'Go home' khong dung 'to' hay 'the'
tutor: It is a cat of my friend.,It is my friend's cat. || Hint: Dich word-by-word (so huu). Dung so huu cach 's
tutor: She can to swim very well.,She can swim very well. || Hint: Dich word-by-word (them 'to' sau ong tu khuyet). Sau 'can' la ong tu nguyen the khong 'to'
tutor: They are of the same age.,They are the same age. || Hint: Dich word-by-word (them 'of'). 'To be the same age' khong can 'of'
tutor: I have a luggage.,"I have some luggage. || Hint: Sai mao tu. 'Luggage' khong em uoc, khong dung 'a'"
tutor: He is taller than any student in his class. (đúng),"He is taller than any other student in his class. || Hint: Thieu 'other'. Khi so sanh trong cung nhom, can 'any other' e loai bo chinh minh"
tutor: I need to buy a furniture.,"I need to buy furniture. hoặc a piece of furniture. || Hint: Sai mao tu. 'Furniture' khong em uoc, khong dung 'a'"
tutor: She goes to the church every Sunday.,"She goes to church every Sunday. || Hint: Sai mao tu. 'Go to church' la i le, khong dung 'the'"
tutor: My house is at the city center.,My house is in the city center. || Hint: Dich word-by-word (sai gioi tu). 'In the city center' moi ung
tutor: I had a accident yesterday.,"I had an accident yesterday. || Hint: Sai mao tu. 'Accident' bat au nguyen am, dung 'an'"
tutor: He can speak English fluent.,He can speak English fluently. || Hint: Dich word-by-word (dung tinh tu thay trang tu). Dung trang tu 'fluently' bo nghia cho ong tu 'speak'
tutor: I want to make a cake delicious.,I want to make a delicious cake. || Hint: Trat tu tinh tu va danh tu. Tinh tu 'delicious' phai ung truoc 'cake'
tutor: The woman beautiful entered the room.,The beautiful woman entered the room. || Hint: Trat tu tinh tu va danh tu. 'Beautiful' ung truoc 'woman'
tutor: They lived in a house big and old.,"They lived in a big, old house. || Hint: Trat tu tinh tu va danh tu. Cac tinh tu phai ung truoc danh tu, cach nhau dau phay"
tutor: This is an information important.,"This is important information. || Hint: Trat tu tinh tu va danh tu + sai mao tu. 'Information' khong dung 'an', va tinh tu 'important' ung truoc danh tu"
tutor: My father is a best cook.,My father is the best cook. || Hint: Sai mao tu trong so sanh nhat. So sanh nhat luon dung 'the'
tutor: I enjoyed the movie very well.,"I enjoyed the movie very much. || Hint: Dich word-by-word (dung sai trang tu). 'Enjoy' i voi 'very much', khong dung 'very well'"
tutor: She doesn't like very much him.,She doesn't like him very much. || Hint: Trat tu trang tu. 'Very much' ung cuoi cau sau tan ngu 'him'
tutor: I go to a gym twice a week. (đúng),"I go to the gym twice a week. || Hint: Sai mao tu (neu muon noi phong gym cu the quen thuoc). Neu la phong gym quen thuoc, dung 'the gym'"
tutor: He is as a teacher.,He is a teacher. || Hint: Dich word-by-word (them 'as'). Khong can 'as' khi noi nghe nghiep
tutor: I have a dream wonderful.,I have a wonderful dream. || Hint: Trat tu tinh tu va danh tu. 'Wonderful' ung truoc 'dream'
tutor: The sun shines in a sky.,"The sun shines in the sky. || Hint: Sai mao tu. 'Sky' la thu duy nhat, dung 'the'"
tutor: He plays an instrument beautifully. (đúng),"He plays the instrument beautifully. || Hint: Sai mao tu (neu noi cu the piano a biet). Neu chi nhac cu cu the a xac inh, dung 'the'"
tutor: I got up early in the morning today. (đúng),I got up early this morning. || Hint: Dich word-by-word (dung 'in the morning today' du thua). Noi 'this morning' gon va tu nhien hon
tutor: She is a only child.,"She is an only child. || Hint: Sai mao tu. 'Only' bat au nguyen am, dung 'an'"
tutor: We are in the same class. (đúng),We are in the same class. || Hint: Khong loi. Cau ung; 'the same' luon co 'the'
tutor: My sister has a beautiful long hair.,"My sister has beautiful long hair. || Hint: Sai mao tu. 'Hair' khong em uoc khi noi chung ve mai toc, khong dung 'a'"
tutor: I want to get a information about the course.,"I want to get information about the course. || Hint: Sai mao tu. 'Information' khong em uoc, khong 'a'"
